"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,33417,,
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,32544,,
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,29968,,
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,29850,,
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,21103,,
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,28950,,
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,29374,,
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,31137,,
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,33652,,
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,17002,,
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,16821,,
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,30453,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,25439,,
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,26063,,
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,28641,,
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,21723,,
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,41317,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,13891,,
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,28783,,
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,24366,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,35739,,
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,18906,,
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,20519,,
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,20265,,
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,23129,,
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,30553,,
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,36378,,
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,17067,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,28408,,
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,44049,,
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,12227,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,16588,"E","Estimated value"
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,18665,,
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,24036,"E","Estimated value"
"LVA","Latvia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,15269,,
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,16657,,
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,20505,,
"ZAF","South Africa","IW_HADI","Household net adjusted disposable income","L","Value","TOT","Total","USD","US Dollar","0","Units",,,10872,,
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,33417,"E","Estimated value"
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,32544,"E","Estimated value"
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,29968,"E","Estimated value"
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,29850,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,21103,"E","Estimated value"
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,28950,"E","Estimated value"
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,29374,"E","Estimated value"
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,31137,"E","Estimated value"
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,33652,"E","Estimated value"
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,17002,"E","Estimated value"
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,16821,"E","Estimated value"
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,30453,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,25439,"E","Estimated value"
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,26063,"E","Estimated value"
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,28641,"E","Estimated value"
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,21723,"E","Estimated value"
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,41317,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,13891,"E","Estimated value"
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,28783,"E","Estimated value"
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,24366,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,35739,"E","Estimated value"
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,18906,"E","Estimated value"
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,20519,"E","Estimated value"
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,20265,"E","Estimated value"
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,23129,"E","Estimated value"
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,30553,"E","Estimated value"
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,36378,"E","Estimated value"
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,17067,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,28408,"E","Estimated value"
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,44049,"E","Estimated value"
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,12227,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,16588,"E","Estimated value"
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,18665,"E","Estimated value"
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,24036,"E","Estimated value"
"LVA","Latvia","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,15269,"E","Estimated value"
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,16657,"E","Estimated value"
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,20505,"E","Estimated value"
"ZAF","South Africa","IW_HADI","Household net adjusted disposable income","L","Value","MN","Men","USD","US Dollar","0","Units",,,10872,"E","Estimated value"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,33417,"E","Estimated value"
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,32544,"E","Estimated value"
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,29968,"E","Estimated value"
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,29850,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,21103,"E","Estimated value"
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,28950,"E","Estimated value"
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,29374,"E","Estimated value"
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,31137,"E","Estimated value"
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,33652,"E","Estimated value"
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,17002,"E","Estimated value"
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,16821,"E","Estimated value"
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,30453,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,25439,"E","Estimated value"
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,26063,"E","Estimated value"
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,28641,"E","Estimated value"
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,21723,"E","Estimated value"
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,41317,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,13891,"E","Estimated value"
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,28783,"E","Estimated value"
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,24366,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,35739,"E","Estimated value"
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,18906,"E","Estimated value"
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,20519,"E","Estimated value"
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,20265,"E","Estimated value"
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,23129,"E","Estimated value"
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,30553,"E","Estimated value"
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,36378,"E","Estimated value"
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,17067,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,28408,"E","Estimated value"
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,44049,"E","Estimated value"
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,12227,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,16588,"E","Estimated value"
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,18665,"E","Estimated value"
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,24036,"E","Estimated value"
"LVA","Latvia","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,15269,"E","Estimated value"
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,16657,"E","Estimated value"
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,20505,"E","Estimated value"
"ZAF","South Africa","IW_HADI","Household net adjusted disposable income","L","Value","WMN","Women","USD","US Dollar","0","Units",,,10872,"E","Estimated value"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,68338,"E","Estimated value"
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,58911,"E","Estimated value"
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,52934,"E","Estimated value"
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,57792,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,37658,"E","Estimated value"
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,50823,"E","Estimated value"
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,52305,"E","Estimated value"
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,60020,"E","Estimated value"
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,63033,"E","Estimated value"
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,34325,"E","Estimated value"
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,31138,"E","Estimated value"
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,52228,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,48353,"E","Estimated value"
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,51335,"E","Estimated value"
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,56546,"E","Estimated value"
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,39988,"E","Estimated value"
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,76628,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,35912,"E","Estimated value"
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,55773,"E","Estimated value"
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,51440,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,62339,"E","Estimated value"
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,35933,"E","Estimated value"
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,42274,"E","Estimated value"
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,34196,"E","Estimated value"
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,46893,"E","Estimated value"
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,55159,"E","Estimated value"
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,69601,"E","Estimated value"
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,39566,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,61309,"E","Estimated value"
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,98605,"E","Estimated value"
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,31869,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,42777,"E","Estimated value"
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,38502,"E","Estimated value"
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,50185,"E","Estimated value"
"LVA","Latvia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,31662,"E","Estimated value"
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,36648,"E","Estimated value"
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,35303,"E","Estimated value"
"ZAF","South Africa","IW_HADI","Household net adjusted disposable income","L","Value","HGH","High","USD","US Dollar","0","Units",,,35776,"E","Estimated value"
"AUS","Australia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,12068,"E","Estimated value"
"AUT","Austria","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,14301,"E","Estimated value"
"BEL","Belgium","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,13481,"E","Estimated value"
"CAN","Canada","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,11060,"E","Estimated value"
"CZE","Czech Republic","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,10315,"E","Estimated value"
"DNK","Denmark","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,14039,"E","Estimated value"
"FIN","Finland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,14025,"E","Estimated value"
"FRA","France","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,13419,"E","Estimated value"
"DEU","Germany","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,14264,"E","Estimated value"
"GRC","Greece","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,5405,"E","Estimated value"
"HUN","Hungary","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,6969,"E","Estimated value"
"ISL","Iceland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,14602,"E","Estimated value"
"IRL","Ireland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,10598,"E","Estimated value"
"ITA","Italy","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,8690,"E","Estimated value"
"JPN","Japan","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,9319,"E","Estimated value"
"KOR","Korea","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,7827,"E","Estimated value"
"LUX","Luxembourg","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,18151,"E","Estimated value"
"MEX","Mexico","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,3444,"E","Estimated value"
"NLD","Netherlands","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,12200,"E","Estimated value"
"NZL","New Zealand","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,8921,"E","Estimated value"
"NOR","Norway","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,16123,"E","Estimated value"
"POL","Poland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,7613,"E","Estimated value"
"PRT","Portugal","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,7186,"E","Estimated value"
"SVK","Slovak Republic","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,9212,"E","Estimated value"
"ESP","Spain","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,7097,"E","Estimated value"
"SWE","Sweden","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,13490,"E","Estimated value"
"CHE","Switzerland","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,15261,"E","Estimated value"
"TUR","Turkey","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,5107,"E","Estimated value"
"GBR","United Kingdom","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,10038,"E","Estimated value"
"USA","United States","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,11822,"E","Estimated value"
"BRA","Brazil","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,2554,"E","Estimated value"
"CHL","Chile","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,4263,"E","Estimated value"
"EST","Estonia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,6208,"E","Estimated value"
"ISR","Israel","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,7086,"E","Estimated value"
"LVA","Latvia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,4975,"E","Estimated value"
"RUS","Russia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,5136,"E","Estimated value"
"SVN","Slovenia","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,9435,"E","Estimated value"
"ZAF","South Africa","IW_HADI","Household net adjusted disposable income","L","Value","LW","Low","USD","US Dollar","0","Units",,,950,"E","Estimated value"
"AUS","Australia","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,57462,,
"AUT","Austria","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,59574,,
"BEL","Belgium","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,104084,,
"CAN","Canada","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,85758,,
"CZE","Czech Republic","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,24258,,
"DNK","Denmark","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,73543,,
"FIN","Finland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,27972,,
"FRA","France","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,59479,,
"DEU","Germany","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,57358,,
"GRC","Greece","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,18117,,
"HUN","Hungary","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,23289,,
"ISL","Iceland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,64398,,
"IRL","Ireland","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,43493,,
"ITA","Italy","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,64019,,
"JPN","Japan","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,97595,,
"KOR","Korea","IW_HNFW","Household net financial wealth","L","Value","TOT","Total","USD","US Dollar","0","Units",,,33495,,
